UniProt,Ensembl,Disease_ID,Disease_Name,Datasource_Scores,Score,Gene_Name
P51957,ENSG00000114904,EFO_0010726,total joint arthroplasty,gwas_credible_sets:0.4911706367144998,0.2985977569412536,NEK4
P51957,ENSG00000114904,EFO_0004616,"osteoarthritis, knee",gwas_credible_sets:0.4911706367144998,0.2985977569412536,NEK4
P51957,ENSG00000114904,EFO_0004348,hematocrit,gwas_credible_sets:0.4627009849804476,0.2812901788548462,NEK4
P51957,ENSG00000114904,EFO_0003900,ciliopathy,eva:0.42555155832813474; europepmc:0.02262853524443256,0.2593937274532877,NEK4
P52333,ENSG00000105639,MONDO_0010938,T-B+ severe combined immunodeficiency due to JAK3 deficiency,eva:0.9635928307304167; uniprot_variants:0.9066612367713315; genomics_england:0.865457038266544; clingen:0.607930797611621; orphanet:0.607930797611621; uniprot_literature:0.607930797611621; gene2phenotype:0.607930797611621; impc:0.6242384939286211,0.8389307631001127,JAK3
P52333,ENSG00000105639,EFO_0000685,rheumatoid arthritis,chembl:0.9622200640763949; europepmc:0.09422927362980127,0.5878274549056743,JAK3
P52333,ENSG00000105639,MONDO_0015974,severe combined immunodeficiency,eva:0.8695814380574398; europepmc:0.23870958116982938,0.5359012825304253,JAK3
P52333,ENSG00000105639,EFO_0003778,psoriatic arthritis,chembl:0.8475863979650713; europepmc:0.06985771938774711,0.5173973079130028,JAK3
P52333,ENSG00000105639,EFO_0000729,ulcerative colitis,chembl:0.6681099654461135; cancer_gene_census:0.4559480982087158; impc:0.309375982904554; europepmc:0.19716078350741384; expression_atlas:0.10574779121881082,0.4816529345686939,JAK3
P52333,ENSG00000105639,EFO_0000540,immune system disease,chembl:0.788199166070067; europepmc:0.04396595850267902,0.480506960716805,JAK3
P52333,ENSG00000105639,MONDO_0011338,Omenn syndrome,genomics_england:0.7599134970145264; impc:0.5176482586237584; europepmc:0.15637331071898922,0.4798220709934825,JAK3
P52333,ENSG00000105639,EFO_0004192,alopecia areata,chembl:0.7831817649290458; europepmc:0.10539844792821222,0.4793240631539932,JAK3
P52333,ENSG00000105639,MONDO_0044200,T-B+ severe combined immunodeficiency,genomics_england:0.7599134970145264,0.4619748183558772,JAK3
P52333,ENSG00000105639,EFO_0005565,janus kinase-3 deficiency,genomics_england:0.7599134970145264,0.4619748183558772,JAK3
P52564,ENSG00000108984,EFO_1000786,"osteoarthritis, hip",gwas_credible_sets:0.8809765699085503,0.535572788821655,MAP2K6
P52564,ENSG00000108984,EFO_0004616,"osteoarthritis, knee",gwas_credible_sets:0.8763310176238559,0.5327486145158743,MAP2K6
P52564,ENSG00000108984,EFO_0005772,neurodegenerative disease,crispr_screen:0.8270372725767159; europepmc:0.012158615952232422,0.5031510086267872,MAP2K6
P52564,ENSG00000108984,MONDO_0005178,osteoarthritis,gwas_credible_sets:0.7987257943858223; europepmc:0.01823792392834863,0.4861243790359756,MAP2K6
P52564,ENSG00000108984,EFO_0007788,BMI-adjusted waist-hip ratio,gwas_credible_sets:0.758092034253328,0.4608674950466421,MAP2K6
P52564,ENSG00000108984,EFO_0004980,appendicular lean mass,gwas_credible_sets:0.7525311537215306,0.4574868645095235,MAP2K6
P52564,ENSG00000108984,EFO_0004995,lean body mass,gwas_credible_sets:0.748526325469257,0.4550522060758213,MAP2K6
P52564,ENSG00000108984,EFO_0009806,total hip arthroplasty,gwas_credible_sets:0.7457774250517805,0.4533810648524699,MAP2K6
P52564,ENSG00000108984,EFO_0002571,medical procedure,gwas_credible_sets:0.698241548534569,0.4244825415261939,MAP2K6
P52564,ENSG00000108984,EFO_0004725,metabolite measurement,gwas_credible_sets:0.6968569000177083,0.423640771048927,MAP2K6
P53350,ENSG00000166851,EFO_0005772,neurodegenerative disease,crispr_screen:0.8940632846222184; europepmc:0.03782680518472309,0.5446784097280034,PLK1
P53350,ENSG00000166851,MONDO_0004975,Alzheimer disease,crispr_screen:0.865457038266544; europepmc:0.5209056042911244,0.5419717155468247,PLK1
P53350,ENSG00000166851,MONDO_0005180,Parkinson disease,crispr_screen:0.865457038266544; europepmc:0.03630697819069404,0.5272415940824882,PLK1
P53350,ENSG00000166851,MONDO_0005301,multiple sclerosis,crispr_screen:0.865457038266544,0.5261379875719714,PLK1
P53350,ENSG00000166851,MONDO_0002561,lysosomal storage disease,crispr_screen:0.865457038266544,0.5261379875719714,PLK1
P53350,ENSG00000166851,OBA_0003460,erythrocyte volume,gwas_credible_sets:0.7811126866541407,0.474862458622208,PLK1
P53350,ENSG00000166851,HP_0000252,Microcephaly,genomics_england:0.607930797611621; europepmc:0.05066089980096842,0.371119770745888,PLK1
P53350,ENSG00000166851,HP_0001249,Intellectual disability,genomics_england:0.607930797611621; europepmc:0.012158615952232422,0.3699494345393864,PLK1
P53350,ENSG00000166851,EFO_0000474,epilepsy,genomics_england:0.607930797611621,0.3695798546847018,PLK1
P53350,ENSG00000166851,MONDO_0100062,developmental and epileptic encephalopathy,genomics_england:0.607930797611621,0.3695798546847018,PLK1
P53355,ENSG00000196730,EFO_0006336,diastolic blood pressure,gwas_credible_sets:0.6875177643861491,0.4179632228754302,DAPK1
P53355,ENSG00000196730,EFO_0004612,high density lipoprotein cholesterol measurement,gwas_credible_sets:0.6789135651513329,0.4127324651717991,DAPK1
P53355,ENSG00000196730,EFO_0005772,neurodegenerative disease,crispr_screen:0.6703956410600667; europepmc:0.16922421492068043,0.4126979873825968,DAPK1
P53355,ENSG00000196730,OBA_2045267,cerebral cortex area attribute,gwas_credible_sets:0.6422021113016521,0.3904144417514804,DAPK1
P53355,ENSG00000196730,EFO_0004528,mean corpuscular hemoglobin concentration,gwas_credible_sets:0.5896471160463514,0.3584646415674505,DAPK1
P53355,ENSG00000196730,EFO_0004725,metabolite measurement,gwas_credible_sets:0.5544021635937267,0.3370381495111427,DAPK1
P53355,ENSG00000196730,EFO_0004842,eosinophil count,gwas_credible_sets:0.5392953178724867,0.3278542327424336,DAPK1
P53355,ENSG00000196730,OBA_2050135,growth differentiation factor 15 amount,gwas_credible_sets:0.5342088302196566,0.3247620002466069,DAPK1
P53355,ENSG00000196730,OBA_2045210,brain attribute,gwas_credible_sets:0.5288796869947118,0.3215222499552796,DAPK1
P53355,ENSG00000196730,EFO_0001378,multiple myeloma,gwas_credible_sets:0.5096126614828825; europepmc:0.1329645976176217,0.3138508954624592,DAPK1
P53667,ENSG00000106683,EFO_0005091,monocyte count,gwas_credible_sets:0.7557287600473256,0.459430787873612,LIMK1
P53667,ENSG00000106683,EFO_0005763,pulse pressure measurement,gwas_credible_sets:0.7073204272658128,0.4300018715146981,LIMK1
P53667,ENSG00000106683,EFO_0009959,diverticular disease,gwas_credible_sets:0.5873368222709913,0.3570601428298786,LIMK1
P53667,ENSG00000106683,EFO_0005772,neurodegenerative disease,crispr_screen:0.5503069493015951; europepmc:0.03822871498981077,0.3357105632799077,LIMK1
P53667,ENSG00000106683,MONDO_0018614,undetermined early-onset epileptic encephalopathy,eva:0.547137717850459,0.3326218692162316,LIMK1
P53667,ENSG00000106683,OBA_0003747,glomerular filtration rate,gwas_credible_sets:0.5385642118284738,0.3274097708619581,LIMK1
P53667,ENSG00000106683,EFO_0004340,body mass index,gwas_credible_sets:0.5219512481931935,0.3173102386284693,LIMK1
P53667,ENSG00000106683,EFO_0004530,triglyceride measurement,gwas_credible_sets:0.5144402318149616,0.3127440604507768,LIMK1
P53667,ENSG00000106683,EFO_0004617,cystatin C measurement,gwas_credible_sets:0.5004384388580383,0.3042319392904817,LIMK1
P53667,ENSG00000106683,HP_0004936,Venous thrombosis,gwas_credible_sets:0.49433484453857757,0.3005213763275541,LIMK1
P53671,ENSG00000182541,EFO_0020092,neuroinflammatory disorder,crispr_screen:0.607930797611621,0.3695798546847018,LIMK2
P53671,ENSG00000182541,EFO_0009188,Red cell distribution width,gwas_credible_sets:0.5129429776530567,0.3118338335339027,LIMK2
P53671,ENSG00000182541,EFO_0003868,mouth neoplasm,gwas_credible_sets:0.49513684925939955,0.3010089396971717,LIMK2
P53671,ENSG00000182541,MONDO_0005301,multiple sclerosis,gwas_credible_sets:0.4226388685556605,0.2569351844627158,LIMK2
P53671,ENSG00000182541,EFO_0004468,glucose measurement,gwas_credible_sets:0.3929959546237434,0.2389143441525527,LIMK2
P53671,ENSG00000182541,EFO_0007986,reticulocyte count,gwas_credible_sets:0.39055350684633133,0.2374295049271059,LIMK2
P53671,ENSG00000182541,EFO_0004842,eosinophil count,gwas_credible_sets:0.36093791845037515,0.2194252766518148,LIMK2
P53671,ENSG00000182541,EFO_0005091,monocyte count,gwas_credible_sets:0.33912486196921,0.2061644478268727,LIMK2
P53671,ENSG00000182541,OBA_2050096,serum creatinine amount,gwas_credible_sets:0.30196866700400943,0.1835760525854654,LIMK2
P53671,ENSG00000182541,EFO_0004833,neutrophil count,gwas_credible_sets:0.2361807446654153,0.1435815484849525,LIMK2
P53778,ENSG00000188130,EFO_0005772,neurodegenerative disease,crispr_screen:0.7557311042760574,0.4594322130024547,MAPK12
P53778,ENSG00000188130,EFO_0004340,body mass index,gwas_credible_sets:0.6182841141311536,0.3758739546543467,MAPK12
P53778,ENSG00000188130,EFO_0000389,cutaneous melanoma,slapenrich:0.7599134970145264,0.2309874091779386,MAPK12
P53778,ENSG00000188130,OBA_0003277,platelet volume,gwas_credible_sets:0.36300095434350327,0.2206794597078256,MAPK12
P53778,ENSG00000188130,OBA_2050096,serum creatinine amount,gwas_credible_sets:0.32195949163197285,0.1957290905464573,MAPK12
P53778,ENSG00000188130,OBA_0003747,glomerular filtration rate,gwas_credible_sets:0.31247642499290623,0.1899640422807653,MAPK12
P53778,ENSG00000188130,EFO_0004309,platelet count,gwas_credible_sets:0.27836824383346087,0.169228628503422,MAPK12
P53778,ENSG00000188130,EFO_0020092,neuroinflammatory disorder,crispr_screen:0.27168916165160206,0.1651682087452911,MAPK12
P53778,ENSG00000188130,EFO_0009534,biliary tract disease,gwas_credible_sets:0.24419373115735207,0.1484528897542468,MAPK12
P53778,ENSG00000188130,OBA_2050413,level of Ethyl 2-ethylhexanoate in blood,gwas_credible_sets:0.24419373115735207,0.1484528897542468,MAPK12
P53779,ENSG00000109339,EFO_0006335,systolic blood pressure,gwas_credible_sets:0.8783382603732072,0.5339688792014875,MAPK10
P53779,ENSG00000109339,EFO_0005763,pulse pressure measurement,gwas_credible_sets:0.8389643672109005,0.5100322769262517,MAPK10
P53779,ENSG00000109339,EFO_0006336,diastolic blood pressure,gwas_credible_sets:0.7966065759324701,0.4842816710892889,MAPK10
P53779,ENSG00000109339,EFO_0000537,hypertension,gwas_credible_sets:0.78665335740566,0.4782308030114825,MAPK10
P53779,ENSG00000109339,EFO_0004531,urate measurement,gwas_credible_sets:0.7815248848220244,0.4751130465831836,MAPK10
P53779,ENSG00000109339,OBA_1000110,bone tissue density,gwas_credible_sets:0.7768772847051325,0.4722876273371416,MAPK10
P53779,ENSG00000109339,EFO_0004761,uric acid measurement,gwas_credible_sets:0.7499756318357353,0.455933284051178,MAPK10
P53779,ENSG00000109339,EFO_0009270,heel bone mineral density,gwas_credible_sets:0.7308412789161577,0.444300921618997,MAPK10
P53779,ENSG00000109339,EFO_0004530,triglyceride measurement,gwas_credible_sets:0.7280449874561516,0.4426009699213609,MAPK10
P53779,ENSG00000109339,EFO_0004995,lean body mass,gwas_credible_sets:0.7021446538433004,0.4268553594496931,MAPK10
P54646,ENSG00000162409,EFO_0004611,low density lipoprotein cholesterol measurement,gwas_credible_sets:0.8332193756655106,0.5065397196337909,PRKAA2
P54646,ENSG00000162409,EFO_0020943,cholesterol:total lipids ratio,gwas_credible_sets:0.7921072407621466,0.4815463866704721,PRKAA2
P54646,ENSG00000162409,EFO_0020946,phospholipids:total lipids ratio,gwas_credible_sets:0.7878754915625683,0.4789737760042802,PRKAA2
P54646,ENSG00000162409,EFO_0020944,cholesteryl esters:total lipids ratio,gwas_credible_sets:0.7820938909056343,0.4754589629054384,PRKAA2
P54646,ENSG00000162409,EFO_0008589,esterified cholesterol measurement,gwas_credible_sets:0.7668478964729445,0.4661904533495909,PRKAA2
P54646,ENSG00000162409,EFO_0004612,high density lipoprotein cholesterol measurement,gwas_credible_sets:0.7500646039085335,0.4559873729143593,PRKAA2
P54646,ENSG00000162409,EFO_0020945,free cholesterol:total lipids ratio,gwas_credible_sets:0.7465858470659907,0.4538725294923755,PRKAA2
P54646,ENSG00000162409,EFO_0004833,neutrophil count,gwas_credible_sets:0.711859334878975,0.4327612132402533,PRKAA2
P54646,ENSG00000162409,EFO_0020947,triglycerides:total lipids ratio,gwas_credible_sets:0.7117607025436552,0.432701251605972,PRKAA2
P54646,ENSG00000162409,EFO_0008595,intermediate density lipoprotein measurement,gwas_credible_sets:0.7079469835942402,0.4303827744031877,PRKAA2
P54753,ENSG00000182580,MONDO_0015277,medullary thyroid gland carcinoma,chembl:0.7935602610177124; europepmc:0.01823792392834863,0.4829840922154111,EPHB3
P54753,ENSG00000182580,MONDO_0002108,thyroid cancer,chembl:0.7757534716856291; europepmc:0.07903100368951074,0.4740066958472792,EPHB3
P54753,ENSG00000182580,EFO_0007985,platelet crit,gwas_credible_sets:0.6795094309573659,0.4130947103465302,EPHB3
P54753,ENSG00000182580,EFO_0000616,neoplasm,chembl:0.6488816916174039; europepmc:0.47487566143320514,0.408909741321618,EPHB3
P54753,ENSG00000182580,EFO_0003841,thyroid neoplasm,chembl:0.6383273374922022; europepmc:0.04863446380892969,0.3895371668376757,EPHB3
P54753,ENSG00000182580,EFO_0002892,thyroid carcinoma,chembl:0.6383273374922022,0.3880588474189368,EPHB3
P54753,ENSG00000182580,EFO_0003060,non-small cell lung carcinoma,chembl:0.6255738392759311; europepmc:0.21908153377793937,0.3869649236545608,EPHB3
P54753,ENSG00000182580,EFO_0004725,metabolite measurement,gwas_credible_sets:0.5664051841610678,0.344335155378395,EPHB3
P54753,ENSG00000182580,MONDO_0008903,lung cancer,chembl:0.4852976461600768; europepmc:0.08719659299950541,0.297677859825698,EPHB3
P54753,ENSG00000182580,EFO_0020092,neuroinflammatory disorder,crispr_screen:0.48342701495223667,0.2938901707869183,EPHB3
P54756,ENSG00000145242,EFO_0005772,neurodegenerative disease,crispr_screen:0.865457038266544,0.5261379875719714,EPHA5
P54756,ENSG00000145242,EFO_0004346,neuroimaging measurement,gwas_credible_sets:0.8030079748017023,0.4881732786096914,EPHA5
P54756,ENSG00000145242,MONDO_0015277,medullary thyroid gland carcinoma,chembl:0.7935602610177124,0.4824297224333841,EPHA5
P54756,ENSG00000145242,OBA_2050009,brain volume,gwas_credible_sets:0.7911458491278304,0.4809619270874051,EPHA5
P54756,ENSG00000145242,EFO_0004784,self reported educational attainment,gwas_credible_sets:0.7904382914313457,0.480531780972625,EPHA5
P54756,ENSG00000145242,EFO_0004875,mathematical ability,gwas_credible_sets:0.7854485454744146,0.4774983607331484,EPHA5
P54756,ENSG00000145242,MONDO_0002108,thyroid cancer,chembl:0.7757534716856291,0.4716044267918286,EPHA5
P54756,ENSG00000145242,EFO_0004528,mean corpuscular hemoglobin concentration,gwas_credible_sets:0.6913770071285466,0.4203093753939927,EPHA5
P54756,ENSG00000145242,EFO_0008579,risk-taking behaviour,gwas_credible_sets:0.6786379049686,0.4125648828570405,EPHA5
P54756,ENSG00000145242,EFO_0000616,neoplasm,chembl:0.6488816916174039; europepmc:0.5095545522369028,0.409963859608947,EPHA5
P54760,ENSG00000196411,Orphanet_137667,Capillary malformation - arteriovenous malformation,uniprot_variants:0.9770680154023508; eva:0.9313977355047612; genomics_england:0.8586178167934132; uniprot_literature:0.607930797611621; eva_somatic:0.607930797611621; orphanet:0.607930797611621; gene2phenotype:0.006079307976116211; europepmc:0.012158615952232422,0.841790446943466,EPHB4
P54760,ENSG00000196411,MONDO_0015009,lymphatic malformation 7,eva:0.8714640931651012; genomics_england:0.865457038266544; uniprot_variants:0.7599134970145264; uniprot_literature:0.607930797611621; eva_somatic:0.5592963338026914,0.749354173083807,EPHB4
P54760,ENSG00000196411,HP_0001626,Abnormality of the cardiovascular system,eva:0.8529815330520372,0.5185537437363082,EPHB4
P54760,ENSG00000196411,MONDO_0700080,EPHB4-associated vascular malformation spectrum,eva:0.6903391946211964; clingen:0.607930797611621,0.5120734208798036,EPHB4
P54760,ENSG00000196411,MONDO_0015196,vein of Galen aneurysm,eva:0.6839221473130737; orphanet:0.607930797611621; europepmc:0.10442562406307618,0.5095830458120817,EPHB4
P54760,ENSG00000196411,MONDO_0015277,medullary thyroid gland carcinoma,chembl:0.7935602610177124,0.4824297224333841,EPHB4
P54760,ENSG00000196411,MONDO_0002108,thyroid cancer,chembl:0.7757534716856291,0.4716044267918286,EPHB4
P54760,ENSG00000196411,MONDO_0012016,capillary malformation-arteriovenous malformation syndrome,eva:0.6991204172533643; europepmc:0.06822334506530414,0.4270905865164712,EPHB4
P54760,ENSG00000196411,EFO_0000616,neoplasm,chembl:0.6513134148078504; europepmc:0.9710135975798986,0.425468937302709,EPHB4
P54760,ENSG00000196411,Orphanet_79452,Milroy disease,eva:0.6687238773727833,0.406537840153172,EPHB4
P54762,ENSG00000154928,EFO_0004340,body mass index,gwas_credible_sets:0.8152153213900595,0.4955945005578728,EPHB1
P54762,ENSG00000154928,MONDO_0015277,medullary thyroid gland carcinoma,chembl:0.7935602610177124; europepmc:0.030396539880581056,0.4833536720700959,EPHB1
P54762,ENSG00000154928,MONDO_0002108,thyroid cancer,chembl:0.7757534716856291,0.4716044267918286,EPHB1
P54762,ENSG00000154928,EFO_0000616,neoplasm,chembl:0.6488816916174039; europepmc:0.7228541932498929,0.4164474306535119,EPHB1
P54762,ENSG00000154928,EFO_0004517,arterial stiffness measurement,gwas_credible_sets:0.6640041452900396,0.4036685696635965,EPHB1
P54762,ENSG00000154928,EFO_0004991,Myasthenia gravis,gwas_credible_sets:0.6619609519378554,0.4024264494993284,EPHB1
P54762,ENSG00000154928,OBA_0003460,erythrocyte volume,gwas_credible_sets:0.6534841719391961,0.3972731538735652,EPHB1
P54762,ENSG00000154928,EFO_0010118,sphingomyelin measurement,gwas_credible_sets:0.6500688459412506,0.3951968720155305,EPHB1
P54762,ENSG00000154928,EFO_0003060,non-small cell lung carcinoma,chembl:0.6255738392759311; europepmc:0.29950882493039394,0.3894096350175635,EPHB1
P54762,ENSG00000154928,EFO_0003841,thyroid neoplasm,chembl:0.6383273374922022; europepmc:0.01823792392834863,0.3886132172009639,EPHB1
P54764,ENSG00000116106,OBA_0002313,strand of hair color,gwas_credible_sets:0.858031809415239,0.5216239622739487,EPHA4
P54764,ENSG00000116106,MONDO_0015277,medullary thyroid gland carcinoma,chembl:0.7935602610177124,0.4824297224333841,EPHA4
P54764,ENSG00000116106,MONDO_0002108,thyroid cancer,chembl:0.7757534716856291; europepmc:0.01823792392834863,0.4721587965738557,EPHA4
P54764,ENSG00000116106,EFO_0009270,heel bone mineral density,gwas_credible_sets:0.7034590319502371,0.4276544103806065,EPHA4
P54764,ENSG00000116106,EFO_0004747,protein measurement,gwas_credible_sets:0.7024495678687732,0.4270407260764018,EPHA4
P54764,ENSG00000116106,OBA_1000110,bone tissue density,gwas_credible_sets:0.7001630309573412,0.4256506698680666,EPHA4
P54764,ENSG00000116106,EFO_0000616,neoplasm,chembl:0.6488816916174039; europepmc:0.8440138850147602,0.4201302660561616,EPHA4
P54764,ENSG00000116106,EFO_0004340,body mass index,gwas_credible_sets:0.6797094778857096,0.4132163250352379,EPHA4
P54764,ENSG00000116106,EFO_0004842,eosinophil count,gwas_credible_sets:0.6716794333818847,0.4083346136751709,EPHA4
P54764,ENSG00000116106,EFO_0004338,body weight,gwas_credible_sets:0.6545718611395566,0.3979343936366939,EPHA4
P57059,ENSG00000142178,EFO_1001900,myoclonic epilepsy,uniprot_variants:0.8274613634158176; genomics_england:0.607930797611621; uniprot_literature:0.607930797611621; europepmc:0.024317231904464845,0.6366834285509954,SIK1
P57059,ENSG00000142178,MONDO_0100062,developmental and epileptic encephalopathy,eva:0.8398911410356527; orphanet:0.607930797611621; europepmc:0.25079340707137415; clingen:0.006079307976116211,0.6066097542681286,SIK1
P57059,ENSG00000142178,OBA_0002313,strand of hair color,gwas_credible_sets:0.7244778387854256,0.4404323903847672,SIK1
P57059,ENSG00000142178,EFO_0000537,hypertension,gwas_credible_sets:0.7074487083108435; europepmc:0.23365313597204648,0.4371821043785193,SIK1
P57059,ENSG00000142178,EFO_0006335,systolic blood pressure,gwas_credible_sets:0.6894554334306842,0.4191411915631817,SIK1
P57059,ENSG00000142178,EFO_0006336,diastolic blood pressure,gwas_credible_sets:0.6838470013251664,0.4157316529599237,SIK1
P57059,ENSG00000142178,MONDO_0021454,benign neoplasm of eye,gwas_credible_sets:0.6709609500438003,0.4078978255263785,SIK1
P57059,ENSG00000142178,HP_0032263,Increased blood pressure,gwas_credible_sets:0.6425836235783816,0.3906463748141712,SIK1
P57059,ENSG00000142178,MONDO_0018097,West syndrome,orphanet:0.607930797611621,0.3695798546847018,SIK1
P57059,ENSG00000142178,EFO_0003924,hair color,gwas_credible_sets:0.5667441957150717,0.3445412509428202,SIK1
P57078,ENSG00000183421,MONDO_0009901,Bartsocas-Papas syndrome 1,genomics_england:0.8982177534711702; uniprot_variants:0.865457038266544; eva:0.8412512608721475; orphanet:0.607930797611621; uniprot_literature:0.607930797611621; gene2phenotype:0.607930797611621; europepmc:0.1488833357708005,0.7829309338428544,RIPK4
P57078,ENSG00000183421,MONDO_0008959,CHAND syndrome,eva:0.7062973780585015; genomics_england:0.6839221473130737; orphanet:0.607930797611621; uniprot_variants:0.3799567485072632; uniprot_literature:0.3039653988058105; europepmc:0.13340703614255017,0.5966675690225067,RIPK4
P57078,ENSG00000183421,EFO_0004193,basal cell carcinoma,gwas_credible_sets:0.7236815703464837,0.4399483142775683,RIPK4
P57078,ENSG00000183421,EFO_0004198,skin neoplasm,gwas_credible_sets:0.5069511465399745; europepmc:0.015198269940290528,0.3086531896845284,RIPK4
P57078,ENSG00000183421,EFO_0004192,alopecia areata,gwas_credible_sets:0.5004051635504554,0.304211710206202,RIPK4
P57078,ENSG00000183421,EFO_0021427,N-acetylmethionine measurement,gwas_credible_sets:0.48397009416962894,0.2942203253687139,RIPK4
P57078,ENSG00000183421,EFO_0009188,Red cell distribution width,gwas_credible_sets:0.46260401104550036,0.2812312254132262,RIPK4
P57078,ENSG00000183421,EFO_0004587,lymphocyte count,gwas_credible_sets:0.44647337356519173,0.2714249141038383,RIPK4
P57078,ENSG00000183421,MONDO_0002898,skin cancer,gwas_credible_sets:0.42807586958499855; europepmc:0.021277577916406734,0.2608872695807946,RIPK4
P57078,ENSG00000183421,MONDO_0004975,Alzheimer disease,crispr_screen:0.4038909535259041; europepmc:0.06079307976116211,0.2473856487985445,RIPK4
P68400,ENSG00000101266,MONDO_0014893,Okur-Chung neurodevelopmental syndrome,eva:0.9311612059209673; genomics_england:0.8897742701710087; uniprot_variants:0.865457038266544; uniprot_literature:0.607930797611621; europepmc:0.20724184996519926,0.7838782970002348,CSNK2A1
P68400,ENSG00000101266,EFO_0005772,neurodegenerative disease,crispr_screen:0.8548531751624091; europepmc:0.01823792392834863,0.5202459423993372,CSNK2A1
P68400,ENSG00000101266,EFO_0000508,genetic disorder,eva:0.8350203960600775; europepmc:0.012158615952232422,0.5080041952534593,CSNK2A1
P68400,ENSG00000101266,EFO_0020092,neuroinflammatory disorder,crispr_screen:0.7158355695487825,0.4351784887545604,CSNK2A1
P68400,ENSG00000101266,EFO_0010642,Neurodevelopmental disorder,gene2phenotype:0.607930797611621; eva:0.19453785523571876; europepmc:0.026450055786085617,0.3995035720263869,CSNK2A1
P68400,ENSG00000101266,MONDO_0000508,syndromic intellectual disability,clingen:0.607930797611621; europepmc:0.012158615952232422,0.3699494345393864,CSNK2A1
P68400,ENSG00000101266,MONDO_0100038,complex neurodevelopmental disorder,orphanet:0.607930797611621,0.3695798546847018,CSNK2A1
P68400,ENSG00000101266,HP_0012758,Neurodevelopmental delay,eva:0.5592963338026914; europepmc:0.024148362238461615,0.3407474929657577,CSNK2A1
P68400,ENSG00000101266,EFO_0005548,developmental disorder of mental health,eva:0.5592963338026914,0.3400134663099256,CSNK2A1
P68400,ENSG00000101266,OBA_2050135,growth differentiation factor 15 amount,gwas_credible_sets:0.4680420977331724,0.2845372057907438,CSNK2A1
P78362,ENSG00000135250,MONDO_0005090,schizophrenia,gwas_credible_sets:0.7313466786218016; europepmc:0.030396539880581056,0.4455321193018735,SRPK2
P78362,ENSG00000135250,EFO_0007788,BMI-adjusted waist-hip ratio,gwas_credible_sets:0.6676001469778343,0.4058546898378702,SRPK2
P78362,ENSG00000135250,MONDO_0100096,COVID-19,reactome:0.607930797611621; gwas_credible_sets:0.05165114071245665; europepmc:0.06991204172533642,0.3783744163282811,SRPK2
P78362,ENSG00000135250,EFO_0004319,smoking cessation,gwas_credible_sets:0.6156954939870278,0.3743002527454149,SRPK2
P78362,ENSG00000135250,EFO_0005772,neurodegenerative disease,crispr_screen:0.607930797611621; europepmc:0.01823792392834863,0.3701342244667288,SRPK2
P78362,ENSG00000135250,EFO_0004735,serum alanine aminotransferase measurement,gwas_credible_sets:0.606714174739627,0.3688402321717378,SRPK2
P78362,ENSG00000135250,MONDO_0004985,bipolar disorder,gwas_credible_sets:0.6014116336717081,0.3656166541509495,SRPK2
P78362,ENSG00000135250,MONDO_0004631,tongue cancer,gwas_credible_sets:0.5804531843315981,0.3528753673269137,SRPK2
P78362,ENSG00000135250,EFO_0004343,waist-hip ratio,gwas_credible_sets:0.5704984106456141,0.3468235538199503,SRPK2
P78362,ENSG00000135250,EFO_0007789,BMI-adjusted waist circumference,gwas_credible_sets:0.5623333148081882,0.3418597405949286,SRPK2
P78368,ENSG00000133275,EFO_0009188,Red cell distribution width,gwas_credible_sets:0.7700060239208015,0.4681103762879258,CSNK1G2
P78368,ENSG00000133275,EFO_0004340,body mass index,gwas_credible_sets:0.6903232148509191,0.4196687426141376,CSNK1G2
P78368,ENSG00000133275,EFO_0004531,urate measurement,gwas_credible_sets:0.49309792945740744,0.2997694175556805,CSNK1G2
P78368,ENSG00000133275,EFO_0004338,body weight,gwas_credible_sets:0.4593172395043706,0.27923309576866,CSNK1G2
P78368,ENSG00000133275,OBA_1001085,waist circumference,gwas_credible_sets:0.4122268969685088,0.2506054262710291,CSNK1G2
P78368,ENSG00000133275,EFO_0004458,C-reactive protein measurement,gwas_credible_sets:0.37761551071680904,0.2295640986205893,CSNK1G2
P78368,ENSG00000133275,EFO_0004468,glucose measurement,gwas_credible_sets:0.3304399780640792,0.2008846394272622,CSNK1G2
P78368,ENSG00000133275,EFO_0009283,potassium measurement,gwas_credible_sets:0.32439918038233795,0.1972122524743908,CSNK1G2
P78368,ENSG00000133275,EFO_0005772,neurodegenerative disease,crispr_screen:0.3176786858209021,0.1931266568553125,CSNK1G2
P78368,ENSG00000133275,MONDO_0011962,endometrial cancer,slapenrich:0.607930797611621,0.1847899273423509,CSNK1G2
P80192,ENSG00000006432,EFO_0005772,neurodegenerative disease,crispr_screen:0.8242366527841936; europepmc:0.012158615952232422,0.5014484256025122,MAP3K9
P80192,ENSG00000006432,EFO_0004698,insomnia,gwas_credible_sets:0.6289581683547538,0.3823630409522497,MAP3K9
P80192,ENSG00000006432,MONDO_0002009,major depressive disorder,gwas_credible_sets:0.5747724159411689,0.3494218532682732,MAP3K9
P80192,ENSG00000006432,EFO_0008623,dysthymic disorder,gwas_credible_sets:0.5747724159411689,0.3494218532682732,MAP3K9
P80192,ENSG00000006432,MONDO_0002050,depressive disorder,gwas_credible_sets:0.5702444805497029; europepmc:0.030396539880581056,0.3475931315309172,MAP3K9
